55.470271555951676,10.327676523318292,340.1
55.470271555951676,10.327676523318292,81.91
55.47027551167539,10.327649905650759,81.91
55.470279467398115,10.32762328798304,81.91
55.47028342311985,10.327596670315137,81.91
55.4702873788406,10.327570052647046,81.91
55.470291334560365,10.327543434978766,81.91
55.47029529027915,10.327516817310306,81.91
55.470299245996934,10.327490199641653,81.91
55.47030320171373,10.327463581972818,81.91
55.47030715742955,10.327436964303793,81.91
55.47031111314438,10.327410346634588,81.91
55.47031506885822,10.327383728965192,81.91
55.47031902457108,10.327357111295612,81.91
55.47032298028295,10.327330493625844,81.91
55.47032693599383,10.327303875955884,81.91
55.470330891703725,10.327277258285745,81.91
55.47033484741263,10.32725064061542,81.91
55.470338803120555,10.327224022944904,81.91
55.470342758827485,10.327197405274203,81.91
55.47034671453344,10.32717078760332,81.91
55.470350670238396,10.327144169932241,81.91
55.47035462594237,10.327117552260987,81.91
55.47035858164536,10.32709093458954,81.91
55.470362537347356,10.327064316917909,81.91
55.470366493048374,10.327037699246087,81.91
55.470370448748405,10.327011081574087,81.91
55.47037440444744,10.326984463901892,81.91
55.470378360145496,10.32695784622952,81.91
55.470382315842556,10.326931228556957,81.91
55.470386271538636,10.326904610884204,81.91
55.470386271538636,10.326904610884204,159.58
55.47036539208607,10.326896797030864,159.58
55.47034451263471,10.326888983176318,159.58
55.47032363318454,10.326881169320563,159.58
55.47032363318454,10.326881169320563,262.06
55.47031974939824,10.326907835837961,262.06
55.47031586561097,10.326934502355178,262.06
55.47031198182271,10.32696116887221,262.06
55.470308098033485,10.326987835389062,262.06
55.47030421424328,10.327014501905724,262.06
55.47030033045209,10.327041168422205,262.06
55.47029644665994,10.327067834938504,262.06
55.470292562866796,10.327094501454628,262.06
55.470288679072674,10.32712116797056,262.06
55.470284795277585,10.327147834486308,262.06
55.47028091148152,10.327174501001876,262.06
55.47027702768446,10.327201167517261,262.06
55.47027314388644,10.327227834032461,262.06
55.470269260087434,10.327254500547479,262.06
55.47026537628745,10.32728116706231,262.06
55.47026149248649,10.327307833576963,262.06
55.470257608684555,10.32733450009143,262.06
55.470253724881644,10.327361166605716,262.06
55.47024984107775,10.327387833119817,262.06
55.47024595727288,10.327414499633736,262.06
55.47024207346704,10.327441166147471,262.06
55.47023818966022,10.327467832661021,262.06
55.470234305852415,10.327494499174389,262.06
55.470230422043635,10.327521165687578,262.06
55.47022653823388,10.32754783220058,262.06
55.47022265442315,10.327574498713398,262.06
55.47021877061144,10.327601165226035,262.06
55.47021488679876,10.327627831738486,262.06
55.47021100298509,10.327654498250755,262.06
55.47021100298509,10.327654498250755,340.1
55.47023118730619,10.327661839941067,340.1
55.470251371628386,10.327669181630245,340.1
